"osid","itemid","itemqty","purrate","itemmrp","itemsalerate","entrydate","empid"
"CONS1-1367","10424","1.00","67.79","80.00","76.00","2022-03-30","129"
"CONS1-1368","2687","15.00","35.50","40.00","38.00","2022-03-30","129"
"CONS1-1369","2701","3.00","68.07","80.00","75.00","2022-03-30","129"
"CONS1-1370","2694","2.00","68.07","80.00","75.00","2022-03-30","129"
"CONS1-1371","2695","1.00","38.31","45.00","42.00","2022-03-30","129"
"CONS1-1372","2700","2.00","42.37","50.00","47.00","2022-03-30","129"
"CONS1-1373","2696","4.00","38.59","45.00","42.00","2022-03-30","129"
"CONS1-1374","2702","7.00","68.07","80.00","75.00","2022-03-30","129"
"CONS1-1375","9670","1.00","21.39","25.00","24.00","2022-03-30","129"
"CONS1-1376","2688","20.00","63.84","75.00","70.00","2022-03-30","129"
"CONS1-1377","2697","1.00","68.07","80.00","75.00","2022-03-30","129"
"CONS1-1378","2690","4.00","72.69","85.00","80.00","2022-03-30","129"
"CONS1-1379","2692","2.00","158.31","185.00","175.00","2022-03-30","129"
"CONS1-1380","9496","1.00","50.25","55.00","53.00","2022-03-30","129"
"CONS1-1381","2232","3.00","244.08","320.00","299.00","2022-03-30","129"
"CONS1-1382","8730","4.00","32.00","40.00","36.00","2022-03-30","129"
"CONS1-1383","8729","1.00","32.00","40.00","36.00","2022-03-30","129"
"CONS1-1384","177","1.00","320.00","675.00","369.00","2022-03-30","129"
"CONS1-1385","8295","2.00","56.00","85.00","68.00","2022-03-30","129"
"CONS1-1386","3881","3.00","22.40","38.00","30.00","2022-03-30","129"
"CONS1-1387","7818","65.00","25.43","30.00","28.50","2022-03-30","129"
"CONS1-1388","7602","74.00","25.43","30.00","28.50","2022-03-30","129"
"CONS1-1389","7819","83.00","25.43","30.00","28.50","2022-03-30","129"
"CONS1-1390","2236","13.00","25.43","30.00","28.50","2022-03-30","129"
"CONS1-1391","7584","1.00","120.00","140.00","130.00","2022-03-30","129"
"CONS1-1392","7823","2.00","68.65","90.00","81.00","2022-03-30","129"
"CONS1-1393","7595","16.00","194.92","230.00","218.00","2022-03-30","129"
"CONS1-1394","7597","1.00","111.86","220.00","110.00","2022-03-30","129"
"CONS1-1395","2239","4.00","182.00","225.00","188.00","2022-03-30","129"
"CONS1-1396","2238","1.00","135.00","190.00","150.00","2022-03-30","129"
"CONS1-1397","7586","1.00","368.66","435.00","396.00","2022-03-30","129"
"CONS1-1398","10431","2.00","652.58","770.00","699.00","2022-03-30","129"
"CONS1-1399","7603","2.00","135.61","160.00","148.00","2022-03-30","129"
"CONS1-1400","7445","1.00","237.80","290.00","261.00","2022-03-30","129"
"CONS1-1401","7444","2.00","164.00","200.00","184.00","2022-03-30","129"
"CONS1-1402","7604","3.00","25.00","35.00","34.00","2022-03-30","129"
"CONS1-1403","5218","3.00","131.25","175.00","148.75","2022-03-30","129"
"CONS1-1404","5215","1.00","187.49","250.00","225.00","2022-03-30","129"
"CONS1-1405","3048","2.00","118.05","195.00","165.75","2022-03-30","129"
"CONS1-1406","3969","1.00","118.05","195.00","165.75","2022-03-30","129"
"CONS1-1407","3057","1.00","660.21","999.00","799.00","2022-03-30","129"
"CONS1-1408","3054","1.00","121.44","210.00","168.00","2022-03-30","129"
"CONS1-1409","8642","2.00","88.30","120.00","102.00","2022-03-30","129"
"CONS1-1410","8641","1.00","88.30","120.00","102.00","2022-03-30","129"
"CONS1-1411","3045","1.00","118.05","195.00","165.75","2022-03-30","129"
"CONS1-1412","3049","1.00","114.55","195.00","165.75","2022-03-30","129"
"CONS1-1413","3052","1.00","132.17","195.00","161.50","2022-03-30","129"
"CONS1-1414","4467","34.00","198.00","212.00","208.00","2022-03-30","129"
"CONS1-1415","2742","104.00","43.36","54.00","9.00","2022-03-30","129"
"CONS1-1416","11149","3.00","43.36","54.00","49.00","2022-03-30","129"
"CONS1-1417","2746","19.00","7.43","9.00","9.00","2022-03-30","129"
"CONS1-1418","2725","7.00","107.00","130.00","120.00","2022-03-30","129"
"CONS1-1419","9261","1.00","150.00","199.00","179.00","2022-03-30","129"
"CONS1-1420","3860","1.00","262.50","295.00","280.25","2022-03-30","129"
"CONS1-1421","2743","139.00","7.20","9.00","8.55","2022-03-30","129"
"CONS1-1422","9260","1.00","99.00","199.00","149.00","2022-03-30","129"
"CONS1-1423","770","1.00","318.75","425.00","361.25","2022-03-30","129"
"CONS1-1424","9093","1.00","72.65","90.00","82.00","2022-03-30","129"
"CONS1-1425","5682","12.00","40.00","50.00","45.00","2022-03-30","129"
"CONS1-1426","5681","25.00","23.40","30.00","27.00","2022-03-30","129"
"CONS1-1427","4810","8.00","72.00","90.00","81.00","2022-03-30","129"
"CONS1-1428","4815","4.00","56.00","70.00","66.00","2022-03-30","129"
"CONS1-1429","4816","5.00","56.00","70.00","65.00","2022-03-30","129"
"CONS1-1430","4817","5.00","62.93","70.00","65.00","2022-03-30","129"
"CONS1-1431","4818","5.00","62.93","70.00","65.00","2022-03-30","129"
"CONS1-1432","4819","2.00","33.80","70.00","65.00","2022-03-30","129"
"CONS1-1433","4820","4.00","200.00","300.00","270.00","2022-03-30","129"
"CONS1-1434","4823","1.00","184.08","200.00","195.00","2022-03-30","129"
"CONS1-1435","4798","63.00","40.01","50.00","45.00","2022-03-30","129"
"CONS1-1436","9824","12.00","44.00","55.00","52.00","2022-03-30","129"
"CONS1-1437","4799","51.00","40.01","50.00","45.00","2022-03-30","129"
"CONS1-1438","4802","59.00","40.01","50.00","45.00","2022-03-30","129"
"CONS1-1439","4813","12.00","39.20","70.00","63.00","2022-03-30","129"
"CONS1-1440","4812","7.00","39.20","70.00","63.00","2022-03-30","129"
"CONS1-1441","4800","64.00","40.01","50.00","45.00","2022-03-30","129"
"CONS1-1442","4803","74.00","40.01","50.00","48.00","2022-03-30","129"
"CONS1-1443","4801","60.00","40.01","50.00","48.00","2022-03-30","129"
"CONS1-1444","9823","3.00","44.00","55.00","55.00","2022-03-30","129"
"CONS1-1445","4811","17.00","24.00","30.00","30.00","2022-03-30","129"
"CONS1-1446","4806","5.00","56.00","70.00","65.00","2022-03-30","129"
"CONS1-1447","4814","6.00","39.20","70.00","63.00","2022-03-30","129"
"CONS1-1448","8217","7.00","21.00","35.00","28.00","2022-03-30","129"
"CONS1-1449","4824","7.00","52.00","65.00","60.00","2022-03-30","129"
"CONS1-1450","8218","5.00","21.00","35.00","28.00","2022-03-30","129"
"CONS1-1451","4807","21.00","17.00","40.00","20.00","2022-03-30","129"
"CONS1-1452","4808","15.00","17.00","40.00","20.00","2022-03-30","129"
"CONS1-1453","4809","23.00","17.00","40.00","20.00","2022-03-30","129"
"CONS1-1454","4805","5.00","56.00","70.00","65.00","2022-03-30","129"
"CONS1-1455","2830","108.00","11.00","15.00","13.50","2022-03-30","129"
"CONS1-1456","2829","83.00","11.00","15.00","13.50","2022-03-30","129"
"CONS1-1457","9179","40.00","15.00","20.00","18.00","2022-03-30","129"
"CONS1-1458","8476","4.00","57.80","100.00","69.00","2022-03-30","129"
"CONS1-1459","7838","15.00","15.00","20.00","19.00","2022-03-30","129"
"CONS1-1460","3244","4.00","45.50","65.00","55.25","2022-03-30","129"
"CONS1-1461","3247","1.00","56.30","67.00","57.00","2022-03-30","129"
"CONS1-1462","7573","1.00","33.60","42.00","37.80","2022-03-30","129"
"CONS1-1463","3253","10.00","62.20","74.00","62.90","2022-03-30","129"
"CONS1-1464","3269","3.00","24.02","32.00","25.60","2022-03-30","129"
"CONS1-1465","3270","1.00","133.50","160.00","136.00","2022-03-30","129"
"CONS1-1466","3255","23.00","45.40","54.00","48.00","2022-03-30","129"
"CONS1-1467","3256","1.00","62.40","80.00","68.00","2022-03-30","129"
"CONS1-1468","3248","23.00","67.20","80.00","68.00","2022-03-30","129"
"CONS1-1469","3261","2.00","26.64","37.00","31.45","2022-03-30","129"
"CONS1-1470","3262","31.00","62.61","90.00","76.50","2022-03-30","129"
"CONS1-1471","3275","4.00","146.08","210.00","178.50","2022-03-30","129"
"CONS1-1472","3274","7.00","76.52","110.00","93.50","2022-03-30","129"
"CONS1-1473","3242","3.00","38.50","50.00","45.00","2022-03-30","129"
"CONS1-1474","9210","3.00","20.79","27.00","23.00","2022-03-30","129"
"CONS1-1475","3266","89.00","65.91","85.00","72.50","2022-03-30","129"
"CONS1-1476","9208","2.00","32.34","42.00","35.70","2022-03-30","129"
"CONS1-1477","3258","40.00","70.60","84.00","75.60","2022-03-30","129"
"CONS1-1478","3257","19.00","21.00","25.00","22.50","2022-03-30","129"
"CONS1-1479","3249","3.00","58.80","70.00","63.00","2022-03-30","129"
"CONS1-1480","3241","1.00","23.87","31.00","27.90","2022-03-30","129"
"CONS1-1481","3273","3.00","27.71","33.00","30.00","2022-03-30","129"
"CONS1-1482","3250","53.00","47.10","56.00","47.60","2022-03-30","129"
"CONS1-1483","3271","9.00","40.17","55.00","52.00","2022-03-30","129"
"CONS1-1484","3246","14.00","52.90","63.00","53.55","2022-03-30","129"
"CONS1-1485","7574","6.00","27.21","34.00","30.60","2022-03-30","129"
"CONS1-1486","3251","7.00","58.80","70.00","59.50","2022-03-30","129"
"CONS1-1487","3254","1.00","62.20","74.00","62.90","2022-03-30","129"
"CONS1-1488","3240","1.00","46.20","55.00","48.00","2022-03-30","129"
"CONS1-1489","3265","2.00","152.75","235.00","199.75","2022-03-30","129"
"CONS1-1490","3268","15.00","116.10","155.00","124.00","2022-03-30","129"
"CONS1-1491","7052","1.00","108.00","135.00","114.75","2022-03-30","129"
"CONS1-1492","3267","16.00","19.36","31.00","24.80","2022-03-30","129"
"CONS1-1493","3264","1.00","35.28","47.00","37.60","2022-03-30","129"
"CONS1-1494","3390","48.00","14.69","18.00","17.00","2022-03-30","129"
"CONS1-1495","3398","2.00","109.40","146.00","116.80","2022-03-30","129"
"CONS1-1496","1331","1.00","144.19","240.00","166.00","2022-03-30","129"
"CONS1-1497","9775","2.00","110.00","175.00","148.75","2022-03-30","129"
"CONS1-1498","3263","12.00","209.52","350.00","260.00","2022-03-30","129"
"CONS1-1499","7047","2.00","33.00","50.00","42.00","2022-03-30","129"
"CONS1-1500","6204","2.00","165.20","500.00","225.00","2022-03-30","129"
"CONS1-1501","6157","2.00","118.00","250.00","160.00","2022-03-30","129"
"CONS1-1502","6205","9.00","649.00","2500.00","849.00","2022-03-30","129"
"CONS1-1503","3191","1.00","89.33","95.00","95.00","2022-03-30","129"
"CONS1-1504","3192","2.00","14.00","20.00","15.00","2022-03-30","129"
"CONS1-1505","8174","1.00","30.13","35.00","35.00","2022-03-30","129"
"CONS1-1506","7483","8.00","35.00","40.00","40.00","2022-03-30","129"
"CONS1-1507","5854","6.00","111.99","140.00","133.00","2022-03-30","129"
"CONS1-1508","5859","3.00","128.00","160.00","144.00","2022-03-30","129"
"CONS1-1509","5858","1.00","111.99","140.00","126.00","2022-03-30","129"
"CONS1-1510","5862","9.00","128.00","160.00","144.00","2022-03-30","129"
"CONS1-1511","5856","1.00","111.99","140.00","126.00","2022-03-30","129"
"CONS1-1512","5861","5.00","111.99","140.00","126.00","2022-03-30","129"
"CONS1-1513","10084","1.00","136.00","170.00","153.00","2022-03-30","129"
"CONS1-1514","5377","2.00","292.50","390.00","331.50","2022-03-30","129"
"CONS1-1515","5378","2.00","307.50","410.00","348.50","2022-03-30","129"
"CONS1-1516","3031","2.00","151.00","199.00","175.00","2022-03-30","129"
"CONS1-1517","3033","3.00","159.00","199.00","175.00","2022-03-30","129"
"CONS1-1518","3030","3.00","157.39","199.00","169.00","2022-03-30","129"
"CONS1-1519","9034","1.00","24.00","30.00","28.00","2022-03-30","129"
"CONS1-1520","1039","4.00","475.00","529.00","499.00","2022-03-30","129"
"CONS1-1521","9664","1.00","31.49","35.00","35.00","2022-03-30","129"
"CONS1-1522","10224","1.00","239.00","399.00","339.00","2022-03-30","129"
"CONS1-1523","3967","1.00","167.06","180.00","170.00","2022-03-30","129"
"CONS1-1524","3976","7.00","263.14","290.00","261.25","2022-03-30","129"
"CONS1-1525","3028","1.00","119.00","150.00","135.00","2022-03-30","129"
"CONS1-1526","3027","4.00","120.00","150.00","135.00","2022-03-30","129"
"CONS1-1527","3034","1.00","157.00","199.00","169.15","2022-03-30","129"
"CONS1-1528","3035","2.00","157.39","199.00","169.00","2022-03-30","129"
"CONS1-1529","8619","1.00","27.22","30.00","30.00","2022-03-30","129"
"CONS1-1530","3036","1.00","177.67","199.00","189.05","2022-03-30","129"
"CONS1-1531","3032","4.00","155.83","199.00","169.00","2022-03-30","129"
"CONS1-1532","201","1.00","163.34","180.00","173.33","2022-03-30","129"
"CONS1-1533","7829","4.00","80.00","99.00","94.00","2022-03-30","129"
"CONS1-1534","7062","4.00","212.00","265.00","238.50","2022-03-30","129"
"CONS1-1535","7063","5.00","340.00","425.00","382.50","2022-03-30","129"
"CONS1-1536","5775","1.00","340.00","425.00","305.00","2022-03-30","129"
"CONS1-1537","5780","3.00","16.00","20.00","18.00","2022-03-30","129"
"CONS1-1538","5779","1.00","16.00","20.00","18.00","2022-03-30","129"
"CONS1-1539","5778","3.00","16.00","20.00","18.00","2022-03-30","129"
"CONS1-1540","5777","1.00","16.00","20.00","18.00","2022-03-30","129"
"CONS1-1541","4699","12.00","150.00","225.00","191.25","2022-03-30","129"
"CONS1-1542","2398","1.00","75.37","98.00","83.30","2022-03-30","129"
"CONS1-1543","8017","1.00","145.00","230.00","172.50","2022-03-30","129"
"CONS1-1544","8022","1.00","145.00","230.00","172.50","2022-03-30","129"
"CONS1-1545","8011","1.00","145.00","230.00","172.50","2022-03-30","129"
"CONS1-1546","5977","17.00","4.50","10.00","8.00","2022-03-30","129"
"CONS1-1547","6367","1.00","140.00","175.00","157.00","2022-03-30","129"
"CONS1-1548","6366","1.00","152.00","190.00","161.50","2022-03-30","129"
"CONS1-1549","6369","2.00","157.50","210.00","178.50","2022-03-30","129"
"CONS1-1550","91","4.00","55.69","99.00","80.00","2022-03-30","129"
"CONS1-1551","7201","2.00","0.01","99.00","89.10","2022-03-30","129"
"CONS1-1552","92","3.00","0.01","99.00","89.10","2022-03-30","129"
"CONS1-1553","8035","1.00","33.00","42.00","35.00","2022-03-30","129"
"CONS1-1554","8034","2.00","149.00","208.00","155.00","2022-03-30","129"
"CONS1-1555","10193","7.00","12.00","15.00","15.00","2022-03-30","129"
"CONS1-1556","8036","5.00","35.00","64.00","40.00","2022-03-30","129"
"CONS1-1557","8037","3.00","48.00","75.00","55.00","2022-03-30","129"
"CONS1-1558","9350","1.00","0.01","42.00","35.00","2022-03-30","129"
"CONS1-1559","4190","1.00","905.00","925.00","915.00","2022-03-30","129"
"CONS1-1560","4188","145.00","177.00","175.00","175.00","2022-03-30","129"
"CONS1-1561","9853","17.00","5.00","15.00","7.50","2022-03-30","129"
"CONS1-1562","5811","2.00","120.00","180.00","155.00","2022-03-30","129"
"CONS1-1563","8486","2.00","155.00","200.00","170.00","2022-03-30","129"
"CONS1-1564","8484","2.00","155.00","200.00","170.00","2022-03-30","129"
"CONS1-1565","8485","4.00","155.00","200.00","170.00","2022-03-30","129"
"CONS1-1566","8749","2.00","30.00","50.00","40.00","2022-03-30","129"
"CONS1-1567","7429","12.00","36.00","60.00","45.00","2022-03-30","129"
"CONS1-1568","5813","2.00","50.00","70.00","55.00","2022-03-30","129"
"CONS1-1569","5557","15.00","58.80","80.00","72.00","2022-03-30","129"
"CONS1-1570","5556","11.00","94.50","149.00","125.00","2022-03-30","129"
"CONS1-1571","4689","1.00","7.76","10.00","10.00","2022-03-30","129"
"CONS1-1572","4690","6.00","33.60","42.00","37.80","2022-03-30","129"
"CONS1-1573","4685","1.00","7.76","10.00","10.00","2022-03-30","129"
"CONS1-1574","4691","15.00","33.60","42.00","37.80","2022-03-30","129"
"CONS1-1575","4692","1.00","31.20","39.00","35.00","2022-03-30","129"
"CONS1-1576","4696","3.00","31.20","39.00","35.10","2022-03-30","129"
"CONS1-1577","3437","33.00","8.50","10.00","10.00","2022-03-30","129"
"CONS1-1578","3438","28.00","12.75","15.00","15.00","2022-03-30","129"
"CONS1-1579","3439","3.00","32.30","38.00","38.00","2022-03-30","129"
"CONS1-1580","4939","1.00","201.60","275.00","247.50","2022-03-30","129"
"CONS1-1581","6998","2.00","160.01","220.00","175.00","2022-03-30","129"
"CONS1-1582","9175","3.00","270.22","425.00","310.00","2022-03-30","129"
"CONS1-1583","3448","5.00","360.00","560.00","399.00","2022-03-30","129"
"CONS1-1584","3446","1.00","54.99","110.00","65.00","2022-03-30","129"
"CONS1-1585","3445","10.00","34.99","87.00","63.00","2022-03-30","129"
"CONS1-1586","9341","1.00","20.58","40.00","30.00","2022-03-30","129"
"CONS1-1587","5523","8.00","95.00","150.00","130.00","2022-03-30","129"
"CONS1-1588","56","14.00","33.75","60.00","40.00","2022-03-30","129"
"CONS1-1589","828","4.00","35.00","60.00","45.00","2022-03-30","129"
"CONS1-1590","55","17.00","33.75","60.00","40.00","2022-03-30","129"
"CONS1-1591","57","26.00","34.50","60.00","45.00","2022-03-30","129"
"CONS1-1592","4094","9.00","134.40","180.00","149.00","2022-03-30","129"
"CONS1-1593","4096","1.00","75.42","89.00","84.55","2022-03-30","129"
"CONS1-1594","4082","1.00","105.95","125.00","118.75","2022-03-30","129"
"CONS1-1595","4114","1.00","168.65","199.00","179.10","2022-03-30","129"
"CONS1-1596","4112","1.00","143.23","169.00","160.55","2022-03-30","129"
"CONS1-1597","4107","2.00","58.48","69.00","63.00","2022-03-30","129"
"CONS1-1598","4113","1.00","143.23","169.00","160.55","2022-03-30","129"
"CONS1-1599","4076","2.00","58.48","69.00","63.00","2022-03-30","129"
"CONS1-1600","4088","1.00","46.61","55.00","50.60","2022-03-30","129"
"CONS1-1601","4074","1.00","66.95","79.00","75.05","2022-03-30","129"
"CONS1-1602","4084","16.00","75.43","89.00","84.55","2022-03-30","129"
"CONS1-1603","4098","1.00","148.31","175.00","166.25","2022-03-30","129"
"CONS1-1604","10600","4.00","33.05","39.00","37.05","2022-03-30","129"
"CONS1-1605","4072","2.00","75.43","89.00","84.55","2022-03-30","129"
"CONS1-1606","4087","2.00","46.61","55.00","50.60","2022-03-30","129"
"CONS1-1607","4069","1.00","66.95","79.00","74.05","2022-03-30","129"
"CONS1-1608","4090","2.00","58.48","69.00","65.55","2022-03-30","129"
"CONS1-1609","4089","3.00","46.61","55.00","50.60","2022-03-30","129"
"CONS1-1610","4092","1.00","46.61","55.00","50.60","2022-03-30","129"
"CONS1-1611","4118","1.00","33.05","39.00","36.00","2022-03-30","129"
"CONS1-1612","4099","2.00","107.10","119.00","114.00","2022-03-30","129"
"CONS1-1613","4106","1.00","112.00","175.00","135.00","2022-03-30","129"
"CONS1-1614","4070","1.00","33.05","39.00","37.05","2022-03-30","129"
"CONS1-1615","4080","1.00","66.95","79.00","74.05","2022-03-30","129"
"CONS1-1616","4109","4.00","30.01","35.00","34.00","2022-03-30","129"
"CONS1-1617","4081","1.00","66.95","79.00","74.05","2022-03-30","129"
"CONS1-1618","4101","6.00","33.05","39.00","37.05","2022-03-30","129"
"CONS1-1619","4078","8.00","61.95","79.00","71.10","2022-03-30","129"
"CONS1-1620","4103","1.00","152.53","195.00","165.00","2022-03-30","129"
"CONS1-1621","4097","1.00","100.86","119.00","113.05","2022-03-30","129"
"CONS1-1622","4117","1.00","66.95","79.00","74.05","2022-03-30","129"
"CONS1-1623","6379","94.00","4.50","10.00","7.00","2022-03-30","129"
"CONS1-1624","2899","1.00","35.00","50.00","40.00","2022-03-30","129"
"CONS1-1625","4207","8.00","112.00","200.00","135.00","2022-03-30","129"
"CONS1-1626","4209","2.00","168.00","200.00","184.00","2022-03-30","129"
"CONS1-1627","9514","9.00","108.00","250.00","125.00","2022-03-30","129"
"CONS1-1628","9995","1.00","65.00","160.00","80.00","2022-03-30","129"
"CONS1-1629","4205","1.00","50.00","90.00","65.00","2022-03-30","129"
"CONS1-1630","2940","9.00","62.72","85.00","72.00","2022-03-30","129"
"CONS1-1631","2939","19.00","19.50","25.00","22.50","2022-03-30","129"
"CONS1-1632","2898","32.00","189.54","270.00","200.00","2022-03-30","129"
"CONS1-1633","2943","3.00","118.05","160.00","140.00","2022-03-30","129"
"CONS1-1634","2936","2.00","69.31","85.00","76.50","2022-03-30","129"
"CONS1-1635","10544","1.00","299.30","410.00","340.30","2022-03-30","129"
"CONS1-1636","9886","7.00","430.70","590.00","489.70","2022-03-30","129"
"CONS1-1637","10543","4.00","372.30","510.00","423.30","2022-03-30","129"
"CONS1-1638","1414","4.00","51.36","58.00","53.36","2022-03-30","129"
"CONS1-1639","2906","1.00","80.73","115.00","89.00","2022-03-30","129"
"CONS1-1640","2904","2.00","75.81","105.00","86.00","2022-03-30","129"
"CONS1-1641","2901","3.00","70.20","100.00","79.00","2022-03-30","129"
"CONS1-1642","2903","14.00","70.20","100.00","79.00","2022-03-30","129"
"CONS1-1643","2912","3.00","0.01","115.00","98.00","2022-03-30","129"
"CONS1-1644","2905","5.00","70.20","100.00","79.00","2022-03-30","129"
"CONS1-1645","2934","10.00","100.00","150.00","135.00","2022-03-30","129"
"CONS1-1646","6171","2.00","40.00","65.00","55.00","2022-03-30","129"
"CONS1-1647","6954","1.00","200.00","270.00","243.00","2022-03-30","129"
"CONS1-1648","6955","5.00","40.57","65.00","55.00","2022-03-30","129"
"CONS1-1649","2913","12.00","40.57","65.00","50.00","2022-03-30","129"
"CONS1-1650","2944","15.00","96.80","220.00","110.00","2022-03-30","129"
"CONS1-1651","2929","18.00","36.89","50.00","45.00","2022-03-30","129"
"CONS1-1652","2911","1.00","32.00","45.00","40.00","2022-03-30","129"
"CONS1-1653","2927","15.00","159.60","210.00","185.00","2022-03-30","129"
"CONS1-1654","2933","1.00","100.97","140.00","117.00","2022-03-30","129"
"CONS1-1655","2915","1.00","41.80","55.00","54.00","2022-03-30","129"
"CONS1-1656","2924","1.00","0.01","200.00","160.00","2022-03-30","129"
"CONS1-1657","2922","16.00","44.27","60.00","54.00","2022-03-30","129"
"CONS1-1658","7726","1.00","48.00","60.00","56.00","2022-03-30","129"
"CONS1-1659","2937","3.00","69.31","85.00","76.50","2022-03-30","129"
"CONS1-1660","2920","45.00","83.59","190.00","95.00","2022-03-30","129"
"CONS1-1661","2935","2.00","69.31","85.00","76.50","2022-03-30","129"
"CONS1-1662","2900","55.00","80.73","115.00","88.00","2022-03-30","129"
"CONS1-1663","2907","1.00","46.79","60.00","54.00","2022-03-30","129"
"CONS1-1664","7421","6.00","80.00","110.00","80.00","2022-03-30","129"
"CONS1-1665","5239","2.00","368.60","485.00","412.00","2022-03-30","129"
"CONS1-1666","7413","2.00","75.24","99.00","89.10","2022-03-30","129"
"CONS1-1667","5254","1.00","148.21","195.00","165.75","2022-03-30","129"
"CONS1-1668","5243","2.00","292.00","365.00","318.00","2022-03-30","129"
"CONS1-1669","5251","1.00","129.68","175.00","148.75","2022-03-30","129"
"CONS1-1670","5250","1.00","186.20","245.00","208.25","2022-03-30","129"
"CONS1-1671","5252","1.00","281.20","380.00","323.00","2022-03-30","129"
"CONS1-1672","5240","2.00","224.20","295.00","250.75","2022-03-30","129"
"CONS1-1673","10653","4.00","162.50","370.00","185.00","2022-03-30","129"
"CONS1-1674","7123","1.00","118.75","133.00","126.35","2022-03-30","129"
"CONS1-1675","2512","1.00","148.00","181.00","173.00","2022-03-30","129"
"CONS1-1676","806","4.00","278.00","695.00","348.00","2022-03-30","129"
"CONS1-1677","807","14.00","360.00","900.00","450.00","2022-03-30","129"
"CONS1-1678","808","25.00","238.00","595.00","298.00","2022-03-30","129"
"CONS1-1679","2515","2.00","86.53","99.00","94.00","2022-03-30","129"
"CONS1-1680","7974","2.00","86.09","99.00","91.08","2022-03-30","129"
"CONS1-1681","11119","1.00","135.35","154.00","146.30","2022-03-30","129"
"CONS1-1682","11121","1.00","163.50","188.00","178.60","2022-03-30","129"
"CONS1-1683","2523","2.00","170.53","195.00","185.25","2022-03-30","129"
"CONS1-1684","11206","7.00","86.09","99.00","91.00","2022-03-30","129"
"CONS1-1685","2517","13.00","90.57","110.00","101.20","2022-03-30","129"
"CONS1-1686","2521","1.00","616.00","805.00","724.50","2022-03-30","129"
"CONS1-1687","2525","3.00","166.63","205.00","184.00","2022-03-30","129"
"CONS1-1688","2522","16.00","165.35","188.00","178.60","2022-03-30","129"
"CONS1-1689","2513","9.00","80.00","89.00","84.55","2022-03-30","129"
"CONS1-1690","7509","5.00","120.00","150.00","130.00","2022-03-30","129"
"CONS1-1691","9216","2.00","75.77","90.00","82.80","2022-03-30","129"
"CONS1-1692","550","1.00","259.09","285.00","278.00","2022-03-30","129"
"CONS1-1693","665","1.00","138.27","195.00","175.50","2022-03-30","129"
"CONS1-1694","666","2.00","300.00","350.00","330.00","2022-03-30","129"
"CONS1-1695","611","1.00","258.82","365.00","335.00","2022-03-30","129"
"CONS1-1696","610","2.00","258.82","365.00","335.00","2022-03-30","129"
"CONS1-1697","549","1.00","250.00","285.00","270.00","2022-03-30","129"
"CONS1-1698","486","1.00","357.00","699.00","540.00","2022-03-30","129"
"CONS1-1699","551","1.00","250.00","285.00","265.00","2022-03-30","129"
"CONS1-1700","594","2.00","132.79","195.00","165.75","2022-03-30","129"
"CONS1-1701","552","1.00","202.09","285.00","256.50","2022-03-30","129"
"CONS1-1702","484","1.00","378.00","699.00","540.00","2022-03-30","129"
"CONS1-1703","1894","1.00","221.57","270.00","248.40","2022-03-30","129"
"CONS1-1704","837","3.00","54.08","60.00","58.00","2022-03-30","129"
"CONS1-1705","1927","1.00","129.47","150.00","142.50","2022-03-30","129"
"CONS1-1706","10829","1.00","280.00","500.00","310.00","2022-03-30","129"
"CONS1-1707","1934","1.00","30.00","35.00","35.00","2022-03-30","129"
"CONS1-1708","7799","2.00","30.50","35.00","34.00","2022-03-30","129"
"CONS1-1709","7802","3.00","30.50","35.00","35.00","2022-03-30","129"
"CONS1-1710","10830","2.00","280.00","500.00","310.00","2022-03-30","129"
"CONS1-1711","1933","4.00","84.96","95.00","90.25","2022-03-30","129"
"CONS1-1712","1916","3.00","44.67","50.00","47.50","2022-03-30","129"
"CONS1-1713","1897","11.00","30.50","35.00","34.00","2022-03-30","129"
"CONS1-1714","1917","1.00","40.00","50.00","47.50","2022-03-30","129"
"CONS1-1715","1895","11.00","30.50","35.00","34.00","2022-03-30","129"
"CONS1-1716","1898","2.00","84.96","95.00","90.25","2022-03-30","129"
"CONS1-1717","1932","9.00","182.00","220.00","205.00","2022-03-30","129"
"CONS1-1718","1893","2.00","8.75","10.00","10.00","2022-03-30","129"
"CONS1-1719","2030","3.00","224.00","280.00","235.00","2022-03-30","129"
"CONS1-1720","2034","4.00","115.33","150.00","116.00","2022-03-30","129"
"CONS1-1721","2040","1.00","111.20","139.00","127.88","2022-03-30","129"
"CONS1-1722","2025","2.00","36.00","45.00","40.50","2022-03-30","129"
"CONS1-1723","2022","1.00","24.00","30.00","27.00","2022-03-30","129"
"CONS1-1724","2031","1.00","38.40","48.00","44.16","2022-03-30","129"
"CONS1-1725","2019","2.00","30.80","40.00","34.00","2022-03-30","129"
"CONS1-1726","2033","4.00","115.50","150.00","128.00","2022-03-30","129"
"CONS1-1727","2024","3.00","36.00","45.00","40.50","2022-03-30","129"
"CONS1-1728","2021","1.00","24.00","30.00","27.00","2022-03-30","129"
"CONS1-1729","2027","1.00","24.00","30.00","27.00","2022-03-30","129"
"CONS1-1730","2023","5.00","99.49","130.00","108.00","2022-03-30","129"
"CONS1-1731","2032","2.00","115.50","150.00","128.00","2022-03-30","129"
"CONS1-1732","2041","1.00","44.99","75.00","68.00","2022-03-30","129"
"CONS1-1733","2042","1.00","44.99","75.00","68.00","2022-03-30","129"
"CONS1-1734","2043","2.00","34.65","45.00","39.00","2022-03-30","129"
